Title,Genres,Release Year,Budget ($),Revenue ($),Vote Average,Vote Count,Return on Investment,Profit ($),,,,
Dolphins and Whales: Tribes of the Ocean,Documentary,2008,6000000,7518876,8,3,0.25,1518876,,,,
Street Kings,Action,2008,20000000,65569869,6.3,363,2.28,45569869,,,,
Vantage Point,Drama,2008,40000000,151161491,6.2,716,2.78,111161491,,,,
Made of Honor,Comedy,2008,40000000,84601681,6,394,1.12,44601681,,,,
My Best Friend's Girl,Romance,2008,20000000,36620508,5.4,220,0.83,16620508,,,,
21,Drama,2008,35000000,69823199,6.5,1375,0.99,34823199,,,,
Max Payne,Action,2008,35000000,85416905,5.2,613,1.44,50416905,,,,
Disaster Movie,Action,2008,25000000,14109284,3,240,-0.44,-10890716,,,,
Miracle at St. Anna,Drama,2008,45000000,9323833,6.3,90,-0.79,-35676167,,,,
Bangkok Dangerous,Action,2008,45000000,42487390,5,332,-0.06,-2512610,,,,
Ponyo,Animation,2008,41677699,187479518,7.5,926,3.50,145801819,,,,
Zack and Miri Make a Porno,Comedy,2008,24000000,42105111,6.1,721,0.75,18105111,,,,
The X Files: I Want to Believe,Drama,2008,30000000,68369434,5.5,523,1.28,38369434,,,,
Mirrors,Horror,2008,35000000,72436439,6,485,1.07,37436439,,,,
Untraceable,Drama,2008,35000000,32483410,5.9,238,-0.07,-2516590,,,,
The Women,Comedy,2008,16000000,50007546,4.6,96,2.13,34007546,,,,
Vicky Cristina Barcelona,Drama,2008,15000000,96408652,6.7,1020,5.43,81408652,,,,
Winter in Wartime,Drama,2008,4000000,530048,6.8,66,-0.87,-3469952,,,,
An American Carol,Comedy,2008,20000000,7000000,4.1,20,-0.65,-13000000,,,,
The Forbidden Kingdom,Action,2008,55000000,127906624,6.3,461,1.33,72906624,,,,
Welcome to the Sticks,Comedy,2008,11000000,53191886,6.8,615,3.84,42191886,,,,
Choke,Comedy,2008,3000000,3830137,6,127,0.28,830137,,,,
Changeling,Crime,2008,55000000,113020255,7.3,1131,1.05,58020255,,,,
What Happens in Vegas,Comedy,2008,35000000,170000000,5.8,923,3.86,135000000,,,,
Fool's Gold,Romance,2008,70000000,111231041,5.4,444,0.59,41231041,,,,
Inkheart,Adventure,2008,60000000,57490374,6,592,-0.04,-2509626,,,,
The Spirit,Action,2008,60000000,39031337,4.7,320,-0.35,-20968663,,,,
College,Comedy,2008,7000000,6230276,4.8,48,-0.11,-769724,,,,
Leatherheads,Comedy,2008,58000000,41299492,5.7,130,-0.29,-16700508,,,,
Meet Dave,Comedy,2008,60000000,50650079,5,371,-0.16,-9349921,,,,
"Surfer, Dude",Comedy,2008,6000000,69497,4.7,25,-0.99,-5930503,,,,
Superhero Movie,Action,2008,35000000,25871834,4.9,379,-0.26,-9128166,,,,
Roadside Romeo,Animation,2008,7000000,1100000,6.7,3,-0.84,-5900000,,,,
The Wackness,Drama,2008,6000000,2899975,6.2,94,-0.52,-3100025,,,,
The Yellow Handkerchief,Drama,2008,15000000,317000,6.4,52,-0.98,-14683000,,,,
Wanted,Action,2008,75000000,258270008,6.4,2528,2.44,183270008,,,,
The Boy in the Striped Pyjamas,War,2008,12500000,20416563,7.7,1451,0.63,7916563,,,,
Waltz with Bashir,Drama,2008,2000000,11125849,7.8,291,4.56,9125849,,,,
The Wave,Drama,2008,7500000,19000000,7.5,841,1.53,11500000,,,,
The Eye,Drama,2008,12000000,56309766,5.5,281,3.69,44309766,,,,
Jumper,Adventure,2008,85000000,222231186,5.9,1799,1.61,137231186,,,,
Hellboy II: The Golden Army,Adventure,2008,85000000,160388063,6.5,1527,0.89,75388063,,,,
Punisher: War Zone,Action,2008,20500000,10089373,5.6,294,-0.51,-10410627,,,,
Blindness,Drama,2008,25000000,19844979,6.4,387,-0.21,-5155021,,,,
Stop-Loss,Drama,2008,25000000,11207130,6.1,82,-0.55,-13792870,,,,
Quarantine,Horror,2008,12000000,40855419,5.5,339,2.40,28855419,,,,
Doomsday,Action,2008,30000000,22211426,5.8,363,-0.26,-7788574,,,,
The Reader,Drama,2008,32000000,113019290,7.2,813,2.53,81019290,,,,
Meet the Spartans,Comedy,2008,30000000,84646831,3.7,359,1.82,54646831,,,,
Kung Fu Panda,Adventure,2008,130000000,631744560,6.9,3145,3.86,501744560,,,,
Welcome Home Roscoe Jenkins,Comedy,2008,35000000,43650785,5.7,57,0.25,8650785,,,,
What Just Happened,Comedy,2008,25000000,6673422,5.2,127,-0.73,-18326578,,,,
How to Lose Friends & Alienate People,Comedy,2008,27000000,17286299,6.2,244,-0.36,-9713701,,,,
WALL·E,Animation,2008,180000000,521311860,7.8,6296,1.90,341311860,,,,
Iron Man,Action,2008,140000000,585174222,7.4,8776,3.18,445174222,,,,
The Mummy: Tomb of the Dragon Emperor,Adventure,2008,145000000,401128639,5.2,1387,1.77,256128639,,,,
Hancock,Fantasy,2008,150000000,624029371,6.2,2961,3.16,474029371,,,,
Role Models,Comedy,2008,28000000,92380927,6.4,564,2.30,64380927,,,,
The Sisterhood of the Traveling Pants 2,Adventure,2008,27000000,44352417,6,238,0.64,17352417,,,,
Madagascar: Escape 2 Africa,Family,2008,150000000,603900354,6.2,1810,3.03,453900354,,,,
Bottle Shock,Comedy,2008,5000000,4040588,6.6,60,-0.19,-959412,,,,
The Informers,Drama,2008,18000000,382174,4.4,60,-0.98,-17617826,,,,
RockNRolla,Action,2008,18000000,25739015,6.9,836,0.43,7739015,,,,
"War, Inc.",Action,2008,5000000,1296184,5.6,86,-0.74,-3703816,,,,
Australia,Drama,2008,130000000,49554002,6.3,694,-0.62,-80445998,,,,
Step Up 2: The Streets,Music,2008,23000000,150816700,6.5,640,5.56,127816700,,,,
Sunshine Cleaning,Comedy,2008,5000000,16174377,6.5,255,2.23,11174377,,,,
The Dark Knight,Drama,2008,185000000,1004558444,8.2,12002,4.43,819558444,,,,
The Curious Case of Benjamin Button,Fantasy,2008,150000000,333932083,7.3,3292,1.23,183932083,,,,
Pirates of the Caribbean: At World's End,Adventure,2007,300000000,961000000,6.9,4500,2.20,661000000,,,,
Shrek the Third,Fantasy,2007,160000000,798958165,6,2278,3.99,638958165,,,,
Transformers,Adventure,2007,150000000,709709780,6.6,4040,3.73,559709780,,,,
Harry Potter and the Order of the Phoenix,Adventure,2007,150000000,938212738,7.4,5494,5.25,788212738,,,,
Rush Hour 3,Action,2007,140000000,258022233,6.1,783,0.84,118022233,,,,
Hitman,Action,2007,24000000,99965753,5.9,966,3.17,75965753,,,,
Superbad,Comedy,2007,20000000,121463226,7,2100,5.07,101463226,,,,
Mongol: The Rise of Genghis Khan,History,2007,18000000,26527510,6.5,158,0.47,8527510,,,,
3:10 to Yuma,Western,2007,55000000,70016220,6.9,1188,0.27,15016220,,,,
Grindhouse,Thriller,2007,67000000,25037897,6.8,459,-0.63,-41962103,,,,
Taxi to the Dark Side,Documentary,2007,1000000,274661,6.6,53,-0.73,-725339,,,,
Live Free or Die Hard,Action,2007,110000000,383531464,6.4,2089,2.49,273531464,,,,
Gracie,Drama,2007,9000000,2955039,6,17,-0.67,-6044961,,,,
Reno 911!: Miami,Action,2007,10000000,20342161,5.6,72,1.03,10342161,,,,
I Am Legend,Drama,2007,150000000,585349010,6.9,4853,2.90,435349010,,,,
Beowulf,Adventure,2007,70000000,195735876,5.5,841,1.80,125735876,,,,
We Own the Night,Drama,2007,21000000,54926886,6.5,323,1.62,33926886,,,,
Ratatouille,Animation,2007,150000000,623722818,7.5,4369,3.16,473722818,,,,
My Blueberry Nights,Drama,2007,10000000,21786738,6,190,1.18,11786738,,,,
Evan Almighty,Fantasy,2007,175000000,173000000,5.3,1151,-0.01,-2000000,,,,
Hannibal Rising,Crime,2007,50000000,82169884,6,654,0.64,32169884,,,,
Eastern Promises,Thriller,2007,51500000,55112356,7.2,848,0.07,3612356,,,,
Knocked Up,Comedy,2007,30000000,219076518,6.2,1214,6.30,189076518,,,,
The Assassination of Jesse James by the Coward Robert Ford,Action,2007,30000000,14711793,7,776,-0.51,-15288207,,,,
Diary of the Dead,Horror,2007,2000000,5364858,5.4,190,1.68,3364858,,,,
Bee Movie,Family,2007,150000000,287594577,5.7,1171,0.92,137594577,,,,
30 Days of Night,Horror,2007,30000000,75505973,6.2,767,1.52,45505973,,,,
Rendition,Drama,2007,27500000,24748670,6.2,205,-0.10,-2751330,,,,
TMNT,Adventure,2007,34000000,95608995,6,345,1.81,61608995,,,,
The Death and Life of Bobby Z,Drama,2007,22000000,413454,5.8,103,-0.98,-21586546,,,,
Brooklyn Rules,Drama,2007,8000000,458232,5.8,18,-0.94,-7541768,,,,
The Invasion,Sci-Fi,2007,80000000,15071514,5.7,359,-0.81,-64928486,,,,
Zodiac,Crime,2007,65000000,84785914,7.3,2023,0.30,19785914,,,,
War,Action,2007,25000000,40452643,6,414,0.62,15452643,,,,
Hostel: Part II,Horror,2007,10200000,35619521,5.6,453,2.49,25419521,,,,
Hairspray,Family,2007,50000000,90450008,6.5,709,0.81,40450008,,,,
Charlie Wilson's War,Comedy,2007,75000000,119000410,6.5,338,0.59,44000410,,,,
Lars and the Real Girl,Comedy,2007,12000000,11293663,7.1,509,-0.06,-706337,,,,
Lions for Lambs,Action,2007,35000000,63215872,6,216,0.81,28215872,,,,
Walk Hard: The Dewey Cox Story,Comedy,2007,35000000,18317151,6.6,212,-0.48,-16682849,,,,
No End in Sight,Documentary,2007,2000000,1431623,7.2,23,-0.28,-568377,,,,
Alvin and the Chipmunks,Comedy,2007,60000000,361366633,5.5,1177,5.02,301366633,,,,
Redacted,Drama,2007,5000000,782102,6.2,37,-0.84,-4217898,,,,
Why Did I Get Married?,Comedy,2007,15000000,55184721,6.1,33,2.68,40184721,,,,
The Great Debaters,Drama,2007,15000000,30226144,6.9,151,1.02,15226144,,,,
28 Weeks Later,Horror,2007,15000000,64238440,6.5,1197,3.28,49238440,,,,
The Simpsons Movie,Animation,2007,75000000,527068851,6.9,2264,6.03,452068851,,,,
The Mist,Sci-Fi,2007,18000000,57096190,6.7,1399,2.17,39096190,,,,
The Kingdom,Thriller,2007,70000000,86658558,6.5,513,0.24,16658558,,,,
Paranormal Activity,Horror,2007,15000,193355800,5.9,1316,12889.39,193340800,,,,
The Number 23,Thriller,2007,30000000,77566815,6.3,1018,1.59,47566815,,,,
[REC],Horror,2007,1500000,30448000,7.1,934,19.30,28948000,,,,
Things We Lost in the Fire,Drama,2007,16000000,2849142,6.7,90,-0.82,-13150858,,,,
"4 Months, 3 Weeks and 2 Days",Drama,2007,852510,1185783,7.3,156,0.39,333273,,,,
Hot Fuzz,Crime,2007,12000000,80573774,7.4,2199,5.71,68573774,,,,
Love in the Time of Cholera,Drama,2007,45000000,4607608,6.4,81,-0.90,-40392392,,,,
License to Wed,Comedy,2007,35000000,69307224,5.2,253,0.98,34307224,,,,
Juno,Comedy,2007,7500000,231411584,7,2244,29.85,223911584,,,,
1408,Horror,2007,25000000,94679598,6.5,1343,2.79,69679598,,,,
In the Valley of Elah,History,2007,23000000,29541790,6.6,261,0.28,6541790,,,,
The Kite Runner,Drama,2007,20000000,73276047,7.3,394,2.66,53276047,,,,
Into the Wild,Adventure,2007,15000000,56255142,7.8,3045,2.75,41255142,,,,
Music and Lyrics,Comedy,2007,40000000,145896422,6.2,554,2.65,105896422,,,,
My Name Is Bruce,Comedy,2007,1500000,173066,5.9,107,-0.88,-1326934,,,,
Reign Over Me,Drama,2007,20000000,22222308,7.1,334,0.11,2222308,,,,
Aliens vs Predator: Requiem,Fantasy,2007,40000000,41797066,4.9,740,0.04,1797066,,,,
Shooter,Action,2007,61000000,95696996,6.9,1462,0.57,34696996,,,,
August Rush,Drama,2007,25000000,66122026,7.1,797,1.64,41122026,,,,
Good Luck Chuck,Comedy,2007,25000000,59192128,5.5,444,1.37,34192128,,,,
Ocean's Thirteen,Crime,2007,85000000,311312624,6.5,1999,2.66,226312624,,,,
Enchanted,Comedy,2007,85000000,340487652,6.6,1449,3.01,255487652,,,,
Mr. Bean's Holiday,Family,2007,25000000,229736344,6.1,663,8.19,204736344,,,,
Dragon Wars: D-War,Fantasy,2007,70000000,53587404,4,104,-0.23,-16412596,,,,
The Last Legion,Action,2007,67000000,25303038,5,207,-0.62,-41696962,,,,
Michael Clayton,Drama,2007,25000000,92991835,6.5,501,2.72,67991835,,,,
The Diving Bell and the Butterfly,Drama,2007,14000000,19777647,7.4,283,0.41,5777647,,,,
I Think I Love My Wife,Comedy,2007,11000000,13196245,5,55,0.20,2196245,,,,
Virgin Territory,Adventure,2007,38000000,5410749,4.3,75,-0.86,-32589251,,,,
The Game Plan,Comedy,2007,22000000,147880543,6,428,5.72,125880543,,,,
You Kill Me,Comedy,2007,4000000,2426851,6.2,80,-0.39,-1573149,,,,
Stardust,Adventure,2007,70000000,135560026,7.1,1184,0.94,65560026,,,,
Stomp the Yard,Drama,2007,13000000,75511123,6.1,88,4.81,62511123,,,,
In the Land of Women,Romance,2007,10000000,17500000,5.8,160,0.75,7500000,,,,
Awake,Thriller,2007,86000000,14373825,6.3,395,-0.83,-71626175,,,,
Eye of the Dolphin,Drama,2007,2500000,71904,7.1,7,-0.97,-2428096,,,,
P.S. I Love You,Drama,2007,30000000,156835339,6.9,977,4.23,126835339,,,,
Atonement,Drama,2007,30000000,129266061,7.4,1049,3.31,99266061,,,,
Becoming Jane,Drama,2007,16500000,37311672,6.9,317,1.26,20811672,,,,
Sydney White,Comedy,2007,16500000,13620075,6,236,-0.17,-2879925,,,,
Death Sentence,Action,2007,20000000,16974459,6.5,297,-0.15,-3025541,,,,
Code Name: The Cleaner,Action,2007,20000000,10337477,4.7,78,-0.48,-9662523,,,,
Elizabeth: The Golden Age,Drama,2007,55000000,74237563,6.6,303,0.35,19237563,,,,
Freedom Writers,Crime,2007,21000000,41170784,7.5,356,0.96,20170784,,,,
Premonition,Thriller,2007,20000000,84146832,5.8,381,3.21,64146832,,,,
Epic Movie,Action,2007,20000000,86865564,3.2,326,3.34,66865564,,,,
The Good Night,Comedy,2007,15000000,20380,5.7,41,-1.00,-14979620,,,,
Sunshine,Sci-Fi,2007,50000000,32017803,7,1182,-0.36,-17982197,,,,
Saw IV,Horror,2007,10000000,139352633,5.9,903,12.94,129352633,,,,
Timecrimes,Sci-Fi,2007,2600000,553198,7,308,-0.79,-2046802,,,,
The Bucket List,Drama,2007,45000000,175372502,7,1111,2.90,130372502,,,,
Resident Evil: Extinction,Horror,2007,45000000,148412065,6.1,1292,2.30,103412065,,,,
I'm Not There.,Drama,2007,20000000,4001121,6.6,195,-0.80,-15998879,,,,
Sicko,Documentary,2007,9000000,24538513,7.3,235,1.73,15538513,,,,
American Gangster,Drama,2007,100000000,266465037,7.4,1502,1.66,166465037,,,,
Fantastic 4: Rise of the Silver Surfer,Adventure,2007,130000000,289047763,5.4,2589,1.22,159047763,,,,
Ghost Rider,Thriller,2007,110000000,228738393,5.2,1712,1.08,118738393,,,,
88 Minutes,Crime,2007,30000000,16930884,5.7,313,-0.44,-13069116,,,,
"Run, Fatboy, Run",Comedy,2007,10000000,33000000,6.2,238,2.30,23000000,,,,
No Country for Old Men,Crime,2007,25000000,171600000,7.7,3003,5.86,146600000,,,,
There Will Be Blood,Drama,2007,25000000,77208711,7.9,1537,2.09,52208711,,,,
Surf's Up,Animation,2007,85000000,149044513,5.9,601,0.75,64044513,,,,
Once,Drama,2007,160000,20710513,7.3,453,128.44,20550513,,,,
Bridge to Terabithia,Adventure,2007,60000000,137587063,7,1113,1.29,77587063,,,,
Funny Games,Horror,2007,15000000,7938872,6.3,545,-0.47,-7061128,,,,
Disturbia,Thriller,2007,20000000,117760134,6.6,1006,4.89,97760134,,,,
Waitress,Comedy,2007,2000000,22179430,6.7,129,10.09,20179430,,,,
U2 3D,Music,2007,15000000,22730842,6.7,10,0.52,7730842,,,,
Daddy Day Camp,Comedy,2007,6000000,18197398,4.4,91,2.03,12197398,,,,
A Mighty Heart,Drama,2007,16000000,18928871,6.7,95,0.18,2928871,,,,
The Reaping,Horror,2007,40000000,62771059,5.4,205,0.57,22771059,,,,
No Reservations,Comedy,2007,28000000,92601050,6.1,327,2.31,64601050,,,,
The Golden Compass,Adventure,2007,180000000,372234864,5.8,1303,1.07,192234864,,,,
Spider-Man 3,Fantasy,2007,258000000,890871626,5.9,3576,2.45,632871626,,,,
The Bourne Ultimatum,Action,2007,70000000,442824138,7.3,2888,5.33,372824138,,,,
Flushed Away,Adventure,2006,149000000,64459316,6,874,-0.57,-84540684,,,,
Take the Lead,Music,2006,30000000,34742066,6.6,162,0.16,4742066,,,,
Gridiron Gang,Action,2006,30000000,41480851,6.5,206,0.38,11480851,,,,
Stranger Than Fiction,Comedy,2006,30000000,53653224,7.1,721,0.79,23653224,,,,
Notes on a Scandal,Drama,2006,15000000,49469904,6.9,235,2.30,34469904,,,,
Alatriste,Action,2006,24000000,23321954,5.6,61,-0.03,-678046,,,,
Just My Luck,Comedy,2006,28000000,38159905,5.8,491,0.36,10159905,,,,
DOA: Dead or Alive,Adventure,2006,21000000,480314,5,205,-0.98,-20519686,,,,
Lucky Number Slevin,Drama,2006,27000000,56308881,7.4,1323,1.09,29308881,,,,
Miss Potter,Drama,2006,30000000,35078241,6.3,141,0.17,5078241,,,,
Silent Hill,Horror,2006,50000000,97607453,6.3,1067,0.95,47607453,,,,
Alone With Her,Crime,2006,1000000,10018,6.2,20,-0.99,-989982,,,,
Special,Drama,2006,1000000,7202,6.6,32,-0.99,-992798,,,,
Poseidon,Adventure,2006,160000000,181674817,5.5,583,0.14,21674817,,,,
Mission: Impossible III,Adventure,2006,150000000,397850012,6.5,2028,1.65,247850012,,,,
Superman Returns,Adventure,2006,270000000,391081192,5.4,1400,0.45,121081192,,,,
Pirates of the Caribbean: Dead Man's Chest,Adventure,2006,200000000,1065659812,7,5246,4.33,865659812,,,,
The Grudge 2,Horror,2006,20000000,39143839,5.2,283,0.96,19143839,,,,
Man of the Year,Comedy,2006,20000000,41237648,5.8,129,1.06,21237648,,,,
Babel,Drama,2006,25000000,135330182,6.9,1055,4.41,110330182,,,,
Apocalypto,Action,2006,40000000,120175290,7.3,1221,2.00,80175290,,,,
Black Snake Moan,Drama,2006,15000000,10903846,6.6,243,-0.27,-4096154,,,,
Friends with Money,Comedy,2006,6500000,13368437,5.1,128,1.06,6868437,,,,
The Shaggy Dog,Comedy,2006,50000000,61112916,4.5,137,0.22,11112916,,,,
The Marine,Action,2006,20000000,22165608,5,163,0.11,2165608,,,,
Flicka,Drama,2006,15000000,21000000,6.1,52,0.40,6000000,,,,
The Sentinel,Action,2006,60000000,77920346,5.8,225,0.30,17920346,,,,
Marie Antoinette,Drama,2006,40000000,60474340,6.5,642,0.51,20474340,,,,
Date Movie,Comedy,2006,20000000,48548426,3.6,222,1.43,28548426,,,,
Stormbreaker,Adventure,2006,40000000,23937870,5.1,213,-0.40,-16062130,,,,
Perfume: The Story of a Murderer,Crime,2006,50000000,132180323,7.1,1165,1.64,82180323,,,,
300,Action,2006,65000000,422610419,7,4997,5.50,357610419,,,,
Little Man,Comedy,2006,64000000,101595121,5.3,261,0.59,37595121,,,,
We Are Marshall,Drama,2006,65000000,43545364,6.7,186,-0.33,-21454636,,,,
World Trade Center,Drama,2006,63000000,162945894,5.9,447,1.59,99945894,,,,
Pulse,Horror,2006,38000000,29907685,5,150,-0.21,-8092315,,,,
The Prestige,Drama,2006,40000000,109676311,8,4391,1.74,69676311,,,,
The Devil Wears Prada,Comedy,2006,35000000,326551094,7,3088,8.33,291551094,,,,
Little Children,Romance,2006,26000000,14821658,6.9,240,-0.43,-11178342,,,,
Basic Instinct 2,Crime,2006,70000000,38629478,4.6,180,-0.45,-31370522,,,,
Conversations with Other Women,Drama,2006,450000,973525,6.2,38,1.16,523525,,,,
Black Book,Drama,2006,21000000,26193068,7.2,277,0.25,5193068,,,,
Stay Alive,Horror,2006,9000000,27105095,5.3,155,2.01,18105095,,,,
One Night with the King,Drama,2006,20000000,13391174,6.1,12,-0.33,-6608826,,,,
The Covenant,Action,2006,20000000,37597471,5.2,288,0.88,17597471,,,,
The Lake House,Romance,2006,40000000,114830111,6.5,670,1.87,74830111,,,,
School for Scoundrels,Comedy,2006,20000000,17807569,5.6,111,-0.11,-2192431,,,,
Big Momma's House 2,Comedy,2006,40000000,138259062,5.4,371,2.46,98259062,,,,
Infamous,Drama,2006,13000000,1151330,6.4,60,-0.91,-11848670,,,,
The History Boys,Comedy,2006,4000000,13401952,6.6,66,2.35,9401952,,,,
Sherrybaby,Drama,2006,2000000,622806,6.3,41,-0.69,-1377194,,,,
Cars,Animation,2006,120000000,461983149,6.6,3877,2.85,341983149,,,,
Talladega Nights: The Ballad of Ricky Bobby,Comedy,2006,72500000,162966177,6.2,491,1.25,90466177,,,,
Lady in the Water,Drama,2006,75000000,42285169,5.3,409,-0.44,-32714831,,,,
Let's Go to Prison,Comedy,2006,4000000,4630045,5.5,69,0.16,630045,,,,
Scoop,Comedy,2006,4000000,31584901,6.4,420,6.90,27584901,,,,
Eight Below,Adventure,2006,40000000,120455994,6.7,542,2.01,80455994,,,,
Scary Movie 4,Comedy,2006,45000000,178262620,5.3,750,2.96,133262620,,,,
The Last King of Scotland,Drama,2006,6000000,48027970,7.4,558,7.00,42027970,,,,
Half Nelson,Drama,2006,700000,4911725,6.5,240,6.02,4211725,,,,
When a Stranger Calls,Horror,2006,15000000,66966987,5.4,268,3.46,51966987,,,,
The Black Dahlia,Drama,2006,50000000,49111202,5.7,287,-0.02,-888798,,,,
Flyboys,Action,2006,60000000,17800000,6.3,271,-0.70,-42200000,,,,
The Queen,Drama,2006,15000000,123384128,6.8,338,7.23,108384128,,,,
The Pursuit of Happyness,Drama,2006,55000000,307077295,7.7,2525,4.58,252077295,,,,
A Scanner Darkly,Animation,2006,8700000,7659918,6.8,532,-0.12,-1040082,,,,
Children of Men,Drama,2006,76000000,69959751,7.4,2071,-0.08,-6040249,,,,
10th & Wolf,Action,2006,8000000,143451,6.3,24,-0.98,-7856549,,,,
Dreamgirls,Drama,2006,70000000,154937680,6.6,284,1.21,84937680,,,,
Ice Age: The Meltdown,Animation,2006,80000000,660940780,6.5,2951,7.26,580940780,,,,
Monster House,Animation,2006,75000000,140175006,6.3,874,0.87,65175006,,,,
Find Me Guilty,Drama,2006,13000000,2636637,6.5,138,-0.80,-10363363,,,,
"Paris, je t'aime",Drama,2006,13000000,4857367,6.8,207,-0.63,-8142633,,,,
Letters from Iwo Jima,Action,2006,19000000,68673228,7.2,541,2.61,49673228,,,,
The Astronaut Farmer,Adventure,2006,13000000,11130889,6.2,123,-0.14,-1869111,,,,
Bandidas,Action,2006,35000000,10496317,5.8,307,-0.70,-24503683,,,,
Zoom,Family,2006,35000000,12506188,4.9,135,-0.64,-22493812,,,,
A Good Year,Comedy,2006,35000000,42064105,6.5,357,0.20,7064105,,,,
Nacho Libre,Comedy,2006,32000000,80197993,5.6,359,1.51,48197993,,,,
Snakes on a Plane,Action,2006,33000000,62022014,5.1,497,0.88,29022014,,,,
Aquamarine,Fantasy,2006,12000000,23006849,5.8,364,0.92,11006849,,,,
Fido,Romance,2006,8000000,426224,6.6,135,-0.95,-7573776,,,,
Arthur and the Invisibles,Adventure,2006,86000000,107944236,6,639,0.26,21944236,,,,
The Fountain,Drama,2006,35000000,15304890,6.8,827,-0.56,-19695110,,,,
Rocky Balboa,Drama,2006,24000000,155721132,6.5,835,5.49,131721132,,,,
Underworld: Evolution,Fantasy,2006,50000000,111340801,6.4,1528,1.23,61340801,,,,
Journey from the Fall,Drama,2006,1300000,639000,5,1,-0.51,-661000,,,,
Crossover,Action,2006,5800000,7000000,4.2,10,0.21,1200000,,,,
